1707424566.6930356,1707424565967
1707424566.8932428,1707424566168
1707424572.0937226,1707424571368
1707424577.2941995,1707424576569
1707424582.4948711,1707424581769
1707424587.6955035,1707424586970
1707424592.895959,1707424592170
1707424598.0965943,1707424597371
1707424603.2965043,1707424602571
1707424608.4969637,1707424607772
1707424613.6976464,1707424612972
1707424618.8978746,1707424618173
1707424624.0984757,1707424623374
1707424629.2993593,1707424628574
1707424634.499862,1707424633774
1707424639.6999707,1707424638975
1707424644.900168,1707424644175
1707424650.1011505,1707424649376
1707424655.3015904,1707424654577
1707424660.5017467,1707424659777
1707424665.7020087,1707424664978
1707424670.9027784,1707424670178
1707424676.1032603,1707424675379
1707424681.3061955,1707424680582
1707424686.5063715,1707424685782
1707424691.7072735,1707424690983
1707424696.90743,1707424696183
1707424702.107582,1707424701384
1707424707.3084323,1707424706584
1707424712.50845,1707424711785
1707424717.709109,1707424716985
1707424722.9095838,1707424722186
1707424728.1101532,1707424727386
1707424733.3101313,1707424732587
1707424738.5108705,1707424737787
1707424743.7113576,1707424742988
1707424748.911968,1707424748188
1707424754.1127322,1707424753389
1707424759.3124058,1707424758589
1707424764.513023,1707424763790
1707424769.7136188,1707424768990
1707424774.913487,1707424774191
1707424780.1144567,1707424779391
1707424785.3150172,1707424784592
1707424790.5155416,1707424789792
1707424795.7154412,1707424794993
1707424800.9161694,1707424800193
1707424806.116567,1707424805394
1707424811.3164537,1707424810595
1707424816.517244,1707424815796
1707424821.7178397,1707424820997
1707424826.918521,1707424826198
1707424832.1182418,1707424831398
1707424837.3189914,1707424836599
1707424842.519467,1707424841800
1707424847.7202525,1707424847001
1707424852.9205902,1707424852201
1707424858.1208577,1707424857402
1707424863.3215241,1707424862603
1707424868.5214827,1707424867804
1707424873.7223613,1707424873004
1707424878.9224615,1707424878205
1707424884.1225524,1707424883406
1707424889.32354,1707424888606
1707424894.523292,1707424893807
1707424899.7243083,1707424899008
1707424904.9241068,1707424904208
1707424910.125041,1707424909409
1707424915.3257492,1707424914610
1707424920.525385,1707424919810
1707424925.7259333,1707424925011
1707424929.7196681,1707424929005
1707424930.9264433,1707424930212
1707424936.127204,1707424935412
1707424941.327242,1707424940613
1707424946.528254,1707424945814
1707424951.7278194,1707424951014
1707424956.9287806,1707424956215
1707424962.1290002,1707424961415
1707424967.3294766,1707424966616
1707424972.5301025,1707424971817
1707424977.730003,1707424977017
1707424982.9310486,1707424982218
1707424988.13094,1707424987418
1707424993.331223,1707424992619
1707424998.5316467,1707424997820
1707425003.7319736,1707425003020
1707425008.9330223,1707425008221
1707425014.133297,1707425013421
1707425019.3338604,1707425018622
1707425024.534406,1707425023823
1707425029.7349432,1707425029023
1707425034.9345706,1707425034224
1707425040.1352458,1707425039424
1707425045.3357012,1707425044625
1707425050.5361974,1707425049826
1707425055.736968,1707425055026
1707425060.9370925,1707425060227
1707425066.1377442,1707425065428
1707425071.337943,1707425070628
1707425076.5389326,1707425075829
1707425081.738949,1707425081029
1707425086.9390879,1707425086230
1707425092.139805,1707425091430
1707425097.340743,1707425096631
1707425102.540622,1707425101832
1707425107.7414632,1707425107032
1707425112.9421554,1707425112233
1707425118.1422038,1707425117433
1707425123.343012,1707425122634
1707425128.5425951,1707425127834
1707425133.7431755,1707425133035
1707425138.943775,1707425138236
1707425144.1443386,1707425143436
1707425149.3444898,1707425148637
1707425154.545132,1707425153837
1707425159.7459311,1707425159038
1707425164.9464607,1707425164238
1707425170.146681,1707425169439
1707425175.3467345,1707425174639
1707425180.547562,1707425179840
1707425185.747685,1707425185041
1707425190.9483323,1707425190241
1707425196.1487846,1707425195442
1707425201.3489661,1707425200642
1707425206.5499065,1707425205843
1707425211.7500722,1707425211044
1707425216.9505534,1707425216244
1707425222.1508732,1707425221445
1707425227.3507552,1707425226645
1707425232.551454,1707425231845
1707425237.7519598,1707425237046
1707425242.9527047,1707425242247
1707425248.152579,1707425247447
1707425253.3526852,1707425252647
1707425258.5531998,1707425257848
1707425263.7536254,1707425263049
1707425268.9544053,1707425268249
1707425274.1550493,1707425273450
1707425279.3553941,1707425278650
1707425284.5556936,1707425283851
1707425289.7565238,1707425289052
1707425294.9568555,1707425294252
1707425300.156857,1707425299453
1707425305.3574438,1707425304653
1707425310.5578523,1707425309854
1707425315.7580144,1707425315054
1707425320.9585886,1707425320255
1707425326.1590333,1707425325456
1707425331.359136,1707425330656
1707425336.5600822,1707425335857
1707425341.7600534,1707425341057
1707425346.9611347,1707425346258
1707425352.1610553,1707425351459
1707425357.361976,1707425356660
1707425362.562238,1707425361860
1707425367.7623708,1707425367061
1707425372.9631941,1707425372261
1707425378.1638114,1707425377462
1707425383.3636181,1707425382663
1707425388.5642195,1707425387863
1707425393.7648888,1707425393064
1707425398.964771,1707425398264
1707425404.1660638,1707425403465
1707425409.3655498,1707425408666
1707425414.566074,1707425413866
1707425419.7665327,1707425419067
1707425424.9677503,1707425424268
1707425430.1674845,1707425429468
1707425435.368265,1707425434669
1707425440.5681376,1707425439869
1707425445.7688496,1707425445070
1707425450.9694817,1707425450271
1707425456.1695573,1707425455471
1707425461.3701096,1707425460672
1707425466.5704224,1707425465873
1707425471.7712119,1707425471073
1707425476.9719877,1707425476274
1707425482.1718876,1707425481475
1707425487.372395,1707425486675
1707425492.5729618,1707425491876
1707425497.7731452,1707425497076
1707425502.9737804,1707425502277
1707425508.1744974,1707425507478
1707425513.3748736,1707425512678
1707425518.5753841,1707425517879
1707425523.7753139,1707425523079
1707425526.552754,1707425525856
1707425528.97662,1707425528280
1707425534.1766112,1707425533480
1707425539.377039,1707425538681
1707425544.5770783,1707425543882
1707425549.7778597,1707425549082
1707425554.9779103,1707425554283
1707425560.178236,1707425559483
1707425565.3793402,1707425564684
1707425570.5796216,1707425569885
1707425575.7801707,1707425575085
1707425580.9806592,1707425580286
1707425586.1810787,1707425585487
1707425591.380988,1707425590687
1707425596.5814157,1707425595888
1707425601.7825227,1707425601088
1707425606.9826117,1707425606289
1707425612.1831844,1707425611490
1707425617.383522,1707425616690
1707425622.583681,1707425621891
1707425627.7843606,1707425627091
1707425632.9850166,1707425632292
1707425638.185842,1707425637493
1707425643.385881,1707425642693
1707425648.5858822,1707425647894
1707425653.7865307,1707425653094
1707425658.9868212,1707425658295
1707425664.1873891,1707425663495
1707425669.3878696,1707425668696
1707425674.5883753,1707425673897
1707425679.7888465,1707425679097
1707425684.9890065,1707425684298
1707425690.189176,1707425689498
1707425695.3899994,1707425694699
1707425700.5900185,1707425699899
1707425705.7911355,1707425705100
1707425710.9911997,1707425710300
1707425716.191464,1707425715501
1707425718.5771513,1707425717887
1707425721.3923895,1707425720702
1707425726.5926936,1707425725902
1707425731.7926853,1707425731103
1707425736.993451,1707425736303
1707425742.1942832,1707425741504
1707425747.394068,1707425746705
1707425752.5945766,1707425751905
1707425757.7952905,1707425757106
1707425762.995249,1707425762306
1707425768.1957278,1707425767507
1707425773.3964734,1707425772707
1707425778.5966427,1707425777908
1707425783.797148,1707425783109
1707425788.9978049,1707425788309
1707425794.1980286,1707425793510
1707425799.3984277,1707425798710
1707425804.5994446,1707425803911
1707425809.7994843,1707425809112
1707425814.9999337,1707425814312
1707425820.2010448,1707425819513
1707425825.4009762,1707425824713
1707425830.6012962,1707425829914
1707425835.801477,1707425835114
1707425841.0024066,1707425840315
1707425846.2025373,1707425845516
1707425851.403401,1707425850716
1707425856.6035626,1707425855917
1707425861.804824,1707425861118
1707425867.004809,1707425866318
1707425872.2050276,1707425871519
1707425877.4057345,1707425876719
1707425882.605842,1707425881920
1707425887.8066056,1707425887120
1707425893.0069997,1707425892321
1707425898.2069964,1707425897521
1707425903.4073737,1707425902722
1707425908.608671,1707425907923
1707425913.808758,1707425913123
1707425919.0088086,1707425918324
1707425924.209151,1707425923524
1707425929.4092786,1707425928725
1707425934.609705,1707425933925
1707425939.8108206,1707425939126
1707425945.010555,1707425944326
1707425950.211638,1707425949527
1707425955.411521,1707425954727
1707425960.6118073,1707425959928
1707425965.8122668,1707425965128
1707425971.012639,1707425970329
1707425976.2135825,1707425975529
1707425981.413605,1707425980730
1707425986.6139414,1707425985930
1707425991.8142674,1707425991131
1707425997.0144465,1707425996331
1707426002.2156005,1707426001532
1707426007.4157455,1707426006733
1707426012.615899,1707426011933
1707426017.8165576,1707426017134
1707426023.017225,1707426022334
1707426028.2173245,1707426027535
1707426033.4180832,1707426032735
1707426038.6180668,1707426037936
1707426043.8186493,1707426043137
1707426049.0194528,1707426048337
1707426054.2194219,1707426053538
1707426059.4204295,1707426058738
1707426064.6203833,1707426063939
1707426069.8214715,1707426069140
1707426075.0215054,1707426074340
1707426080.2219589,1707426079541
1707426085.4218235,1707426084741
1707426090.6224258,1707426089942
1707426095.8228998,1707426095142
1707426101.0232968,1707426100343
1707426106.2237544,1707426105543
1707426111.4239237,1707426110744
1707426116.625056,1707426115944
1707426121.8249989,1707426121145
1707426127.0254772,1707426126345
1707426132.22635,1707426131546
1707426137.4264283,1707426136746
1707426142.6268547,1707426141947
1707426147.8273635,1707426147148
1707426153.0277214,1707426152348
1707426158.2285476,1707426157549
1707426163.4283586,1707426162749
1707426168.6285467,1707426167950
1707426173.8293087,1707426173150
1707426179.0301936,1707426178351
1707426184.230665,1707426183552
1707426189.4308426,1707426188752
1707426194.6310241,1707426193952
1707426199.831788,1707426199153
1707426205.0322266,1707426204354
1707426210.2327154,1707426209554
1707426215.433198,1707426214755
1707426220.6333234,1707426219955
1707426225.8341463,1707426225156
1707426231.0345852,1707426230356
1707426236.2349975,1707426235557
1707426241.4354599,1707426240758
1707426246.6357832,1707426245958
1707426251.8356602,1707426251159
1707426257.036828,1707426256359
1707426262.2366493,1707426261560
1707426267.4368923,1707426266760
1707426272.63764,1707426271961
1707426277.8384738,1707426277162
1707426283.038732,1707426282362
1707426288.2389932,1707426287563
1707426293.4396996,1707426292763
1707426298.6401951,1707426297964
1707426303.8407347,1707426303164
1707426309.0410528,1707426308365
